"","symbol","date","open","high","low","close","volume","adjusted"
"274","KR",2024-11-18,58.0299987792969,58.6300010681152,57.9300003051758,58.060001373291,2873900,58.060001373291
"275","LHX",2024-11-18,246.470001220703,247.550003051758,243.839996337891,244.270004272461,741600,244.270004272461
"276","LH",2024-11-18,235,241.210006713867,235,238.639999389648,632100,238.639999389648
"277","LRCX",2024-11-18,69.8899993896484,70.8000030517578,69.6399993896484,70.5699996948242,11514900,70.5699996948242
"278","LW",2024-11-18,75.6699981689453,77.3550033569336,75.6699981689453,76.8199996948242,2215200,76.8199996948242
"279","LVS",2024-11-18,48.0099983215332,49.1500015258789,47.8300018310547,49.1399993896484,4904600,49.1399993896484
"280","LDOS",2024-11-18,161,162,156.880004882812,158.839996337891,2738100,158.839996337891
"281","LEN",2024-11-18,167.160003662109,168.860000610352,166.520004272461,167.919998168945,1661800,167.919998168945
"282","LLY",2024-11-18,733.190002441406,734,711.400024414062,727.200012207031,9148100,727.200012207031
"283","LIN",2024-11-18,446.529998779297,449.260009765625,445.290008544922,448.570007324219,1750700,448.570007324219
"284","LYV",2024-11-18,128.710006713867,132.740005493164,128.539993286133,132.600006103516,2641500,132.600006103516
"285","LKQ",2024-11-18,38.1300010681152,38.560001373291,38.0099983215332,38.060001373291,1713800,38.060001373291
"286","LMT",2024-11-18,536.400024414062,537.97998046875,528.739990234375,530.960021972656,1298400,530.960021972656
"287","L",2024-11-18,83.629997253418,84.5899963378906,83.3399963378906,84.4100036621094,521100,84.4100036621094
"288","LOW",2024-11-18,268.429992675781,273.619995117188,267.329986572266,271.769989013672,2600600,271.769989013672
"289","LULU",2024-11-18,322,322.429992675781,307.890014648438,309.529998779297,1895500,309.529998779297
"290","LYB",2024-11-18,83.1800003051758,83.4700012207031,82.7600021362305,83.1999969482422,1712300,83.1999969482422
"291","MTB",2024-11-18,214.479995727539,215.669998168945,213.710006713867,214.820007324219,745200,214.820007324219
"292","MRO",2024-11-18,28.9099998474121,29.1299991607666,28.7199993133545,28.9899997711182,5381800,28.9899997711182
"293","MPC",2024-11-18,158.460006713867,160.190002441406,157.259994506836,159.919998168945,2099400,159.919998168945
"294","MKTX",2024-11-18,262,267.859985351562,261.510009765625,267.329986572266,274300,267.329986572266
"295","MAR",2024-11-18,280.589996337891,282.239990234375,278.049987792969,281.450012207031,1733900,281.450012207031
"296","MMC",2024-11-18,221.410003662109,224.570007324219,220.699996948242,223.669998168945,1684800,223.669998168945
"297","MLM",2024-11-18,581.400024414062,585.919982910156,579.039978027344,581.640014648438,380800,581.640014648438
"298","MAS",2024-11-18,77.7900009155273,78.2399978637695,76.7699966430664,77.0800018310547,2355600,77.0800018310547
"299","MA",2024-11-18,518.590026855469,523.489990234375,517,521.630004882812,2493400,521.630004882812
"300","MTCH",2024-11-18,30.5499992370605,30.6499996185303,30.1499996185303,30.5100002288818,3582500,30.5100002288818
"301","MKC",2024-11-18,74.1100006103516,74.75,73.7799987792969,74.620002746582,1855600,74.620002746582
"302","MCD",2024-11-18,293.010009765625,295.440002441406,290.790008544922,291.100006103516,2865000,291.100006103516
"303","MCK",2024-11-18,606.469970703125,617.510009765625,606.289978027344,615.599975585938,628300,615.599975585938
"304","MDT",2024-11-18,87.5,88.7200012207031,87,87.5899963378906,10339800,87.5899963378906
"305","MRK",2024-11-18,96.5599975585938,97.2900009155273,95.4199981689453,96.5599975585938,14139900,96.5599975585938
"306","META",2024-11-18,557.039978027344,559.900024414062,550.090026855469,554.400024414062,14327300,554.400024414062
